acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,biosample,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam...25,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,bases,bytes,run_file_create_date,collection_date_sam...39,source_name_sam,tissue_sam_ss_dpl145,primary_search,isolate_sam_ss_dpl100,isolation_source_sam,lat_lon_sam_s_dpl34,samp_size_sam,genotype_sam_ss_dpl92,treatment_sam_ss_dpl55,sex_calc,dev_stage_sam,biomaterial_provider_sam,breed_sam,collected_by_sam,host_sam,identified_by_sam,geo_accession_exp,behavioral_state_sam,colony_sam_s_dpl68,age_sam,replication_sam_s_dpl43,sequence_type_sam_ss_dpl2,object_status_run,sra_accession_run,cultivar_sam,diagnosis_sam_s_dpl22,host_tissue_sampled_sam_s_dpl239
SRR446008,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129921,ForagerPool4,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300650,SAMN00828749,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,21172,NA,202,33246,NA,ForagerPool4_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,33246043952,22201328473,2012-08-11T22:37:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR32608195,RNA-Seq,UNIVERSITY OF ULM,public,SRX27913676,Scilly Am 21,DNBSEQ-T7,PAIRED,PolyA,TRANSCRIPTOMIC,DNBSEQ,SRS24283730,SAMN47257417,Apis mellifera,SRP568632,2025-03-07 00:00:00.000000 UTC,PRJNA1233015,22213,NA,300,35105,NA,12,[Invertebrate],2021-07-01,United Kingdom,Europe,[United Kingdom: South West, Scilly Isles],[],[],[],[fastq,run.zq,sra],[s3,gs,ncbi],[gs.us-east1,s3.us-east-1,ncbi.public],1,35105374500,23292646181,2025-03-07T08:03:00.000Z,2021-07,NA,pool of half bees,12,pool,pool of half bees,49.91428 N 6.30417 W,30 individual bees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR6031640,RNA-Seq,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,SRX3181847,Am10TL-2,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2510512,SAMN07637367,Apis mellifera,SRP117554,2018-10-01 00:00:00.000000 UTC,PRJNA406998,11620,NA,300,31288,NA,Am10TL-2,[Invertebrate],2017-04-10,China,Asia,[China: Fujian, Fuzhou],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,31288474800,12184971028,2017-09-13T05:05:00.000Z,2017-04-10,NA,gut,406998,not collected,not collected,NA,NA,NA,NA,NA,NA,Rui Guo,not collected,Honeybee Protection Lab,not collected,Am10TL-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR22801759,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX18761496,GSM6856788,DNBSEQ-G400,PAIRED,cDNA,TRANSCRIPTOMIC,DNBSEQ,SRS16196428,SAMN32301253,Apis mellifera,SRP413636,2024-10-24 00:00:00.000000 UTC,PRJNA913589,16499,NA,100,27140,NA,GSM6856788,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,27140943600,17301228501,2022-12-18T17:19:00.000Z,NA,Antennae,Antennae,32301253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR22801753,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX18761502,GSM6856794,DNBSEQ-G400,PAIRED,cDNA,TRANSCRIPTOMIC,DNBSEQ,SRS16196434,SAMN32301247,Apis mellifera,SRP413636,2024-10-24 00:00:00.000000 UTC,PRJNA913589,13243,NA,100,21346,NA,GSM6856794,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,21346377800,13886596347,2022-12-18T17:07:00.000Z,NA,Antennae,Antennae,32301247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR26863820,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX22558671,GSM7905858,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,ILLUMINA,SRS19567212,SAMN38300105,Apis mellifera,SRP472583,2025-04-23 00:00:00.000000 UTC,PRJNA1041771,12417,NA,315,34753,NA,GSM7905858,[],,uncalculated,uncalculated,[missing],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,34753449465,13021088638,2023-11-17T16:02:00.000Z,missing,Forager bees,antenna,1041771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR6031651,RNA-Seq,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,SRX3181836,Am10TL-1,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2510502,SAMN07637366,Apis mellifera,SRP117554,2018-10-01 00:00:00.000000 UTC,PRJNA406998,13826,NA,300,37421,NA,Am10TL-1,[Invertebrate],2017-04-10,China,Asia,[China: Fujian, Fuzhou],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,37421049900,14498430628,2017-09-13T05:06:00.000Z,2017-04-10,NA,gut,406998,not collected,not collected,NA,NA,NA,NA,NA,NA,Rui Guo,not collected,Honeybee Protection Lab,not collected,Am10TL-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR32608172,RNA-Seq,UNIVERSITY OF ULM,public,SRX27913699,Scilly Am 15,DNBSEQ-T7,PAIRED,PolyA,TRANSCRIPTOMIC,DNBSEQ,SRS24283753,SAMN47257438,Apis mellifera,SRP568632,2025-03-07 00:00:00.000000 UTC,PRJNA1233015,19596,NA,300,31699,NA,33,[Invertebrate],2015-07-01,United Kingdom,Europe,[United Kingdom: South West, Scilly Isles],[],[],[],[run.zq,fastq,sra],[gs,s3,ncbi],[ncbi.public,gs.us-east1,s3.us-east-1],1,31699816800,20547897800,2025-03-07T08:13:00.000Z,2015-07,NA,pool of half bees,1233015,pool,pool of half bees,49.91428 N 6.30417 W,30 individual bees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR10693359,RNA-Seq,GEO,public,SRX7370003,GSM4218163,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5828314,SAMN13564764,Apis mellifera,SRP237631,2023-05-10 00:00:00.000000 UTC,PRJNA595689,22192,NA,186,53368,NA,,[],2019-08-16,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,53368274688,23270576874,2019-12-16T05:14:00.000Z,2019-08-16,5 pooled brains,5 pooled brains,13564764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4218163,soldier,O43,NA,NA,NA,NA,NA,NA,NA,NA
SRR26863822,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX22558671,GSM7905858,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,ILLUMINA,SRS19567212,SAMN38300105,Apis mellifera,SRP472583,2025-04-23 00:00:00.000000 UTC,PRJNA1041771,36063,NA,315,99207,NA,GSM7905858,[],,uncalculated,uncalculated,[missing],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,99207212895,37815172958,2023-11-17T17:34:00.000Z,missing,Forager bees,antenna,1041771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR32608176,RNA-Seq,UNIVERSITY OF ULM,public,SRX27913695,Oues Am 15,DNBSEQ-T7,PAIRED,PolyA,TRANSCRIPTOMIC,DNBSEQ,SRS24283749,SAMN47257435,Apis mellifera,SRP568632,2025-03-07 00:00:00.000000 UTC,PRJNA1233015,21923,NA,300,35112,NA,30,[Invertebrate],2015-06-01,France,Europe,[France: Brittany, Ile Ouessant],[],[],[],[run.zq,sra,fastq],[ncbi,s3,gs],[s3.us-east-1,ncbi.public,gs.us-east1],1,35112355500,22988237207,2025-03-07T08:14:00.000Z,2015-06,NA,pool of half bees,1233015,pool,pool of half bees,48.45746 N 5.09644 W,30 individual bees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR10693357,RNA-Seq,GEO,public,SRX7370001,GSM4218161,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5828316,SAMN13564766,Apis mellifera,SRP237631,2023-05-10 00:00:00.000000 UTC,PRJNA595689,29064,NA,186,69718,NA,,[],2019-08-13,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,69718219668,30476490489,2019-12-17T14:29:00.000Z,2019-08-13,5 pooled brains,5 pooled brains,13564766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4218161,soldier,O22,NA,NA,NA,NA,NA,NA,NA,NA
SRR10693362,RNA-Seq,GEO,public,SRX7370006,GSM4218166,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5828318,SAMN13564761,Apis mellifera,SRP237631,2023-05-10 00:00:00.000000 UTC,PRJNA595689,17058,NA,186,40771,NA,,[],2019-08-15,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,40771755396,17887047861,2019-12-16T13:52:00.000Z,2019-08-15,5 pooled brains,5 pooled brains,13564761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4218166,forager,O38,NA,NA,NA,NA,NA,NA,NA,NA
SRR446005,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129907,ForagerPool1,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300647,SAMN00828746,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,24000,NA,202,36147,NA,ForagerPool1_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,36147138662,25166176663,2012-08-11T22:40:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR32608174,RNA-Seq,UNIVERSITY OF ULM,public,SRX27913697,Penryn Am 15,DNBSEQ-T7,PAIRED,PolyA,TRANSCRIPTOMIC,DNBSEQ,SRS24283751,SAMN47257436,Apis mellifera,SRP568632,2025-03-07 00:00:00.000000 UTC,PRJNA1233015,19965,NA,300,32062,NA,31,[Invertebrate],2015-07-01,United Kingdom,Europe,[United Kingdom: South West, Penryn],[],[],[],[fastq,sra,run.zq],[s3,ncbi,gs],[ncbi.public,gs.us-east1,s3.us-east-1],1,32062018500,20935349562,2025-03-07T08:16:00.000Z,2015-07,NA,pool of half bees,1233015,pool,pool of half bees,50.15276 N 5.06717 W,30 individual bees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR10693358,RNA-Seq,GEO,public,SRX7370002,GSM4218162,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5828324,SAMN13564765,Apis mellifera,SRP237631,2023-05-10 00:00:00.000000 UTC,PRJNA595689,24435,NA,186,58468,NA,,[],2019-08-15,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,58468177068,25622384227,2019-12-17T08:34:00.000Z,2019-08-15,5 pooled brains,5 pooled brains,13564765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4218162,soldier,O38,NA,NA,NA,NA,NA,NA,NA,NA
SRR22801762,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX18761493,GSM6856785,DNBSEQ-G400,PAIRED,cDNA,TRANSCRIPTOMIC,DNBSEQ,SRS16196425,SAMN32301256,Apis mellifera,SRP413636,2024-10-24 00:00:00.000000 UTC,PRJNA913589,16622,NA,100,27194,NA,GSM6856785,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,27194751200,17429579771,2022-12-18T17:56:00.000Z,NA,Antennae,Antennae,32301256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR446009,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129925,ForagerPool5,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300651,SAMN00828750,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,23260,NA,202,36292,NA,ForagerPool5_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,36292149008,24390658089,2012-08-11T22:39:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR446010,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129926,ForagerPool6,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300652,SAMN00828751,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,17934,NA,202,28160,NA,ForagerPool6_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,28160036038,18805672773,2012-08-11T22:35:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR446007,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129916,ForagerPool3,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300649,SAMN00828748,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,16355,NA,202,24473,NA,ForagerPool3_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,24473293234,17149622366,2012-08-11T22:33:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR446001,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129929,NursePool3,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300643,SAMN00828742,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,20407,NA,202,30696,NA,NursePool3_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,30696854048,21399331520,2012-08-11T22:35:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR25153445,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX20904726,Amel_14d_testis_scRNA-seq,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS18181996,SAMN35674332,Apis mellifera,SRP471943,2023-11-17 00:00:00.000000 UTC,PRJNA981429,26995,NA,178,87086,NA,scRNA-seq_14d_testis,[Invertebrate],2019-05-01,China,Asia,[China: Beijing],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,87086203630,28306452678,2023-07-06T02:00:00.000Z,2019-05,NA,testis,35674332,not collected,Institute of Apicultural Research Chinese Academy of Agricultural Sciences (IAR) in Beijing, China,NA,NA,NA,NA,male,adult,NA,not collected,NA,not collected,NA,NA,NA,NA,14 days,1,scRNA-seq,NA,NA,NA,NA,NA
SRR22801754,RNA-Seq,SUN YAT-SEN UNIVERSITY,public,SRX18761501,GSM6856793,DNBSEQ-G400,PAIRED,cDNA,TRANSCRIPTOMIC,DNBSEQ,SRS16196433,SAMN32301248,Apis mellifera,SRP413636,2024-10-24 00:00:00.000000 UTC,PRJNA913589,13408,NA,100,21493,NA,GSM6856793,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],1,21493723600,14060143642,2022-12-18T17:19:00.000Z,NA,Antennae,Antennae,32301248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR445999,RNA-Seq,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE CENTER,public,SRX129927,NursePool1,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS300641,SAMN00828740,Apis mellifera,SRP011484,2012-09-16 00:00:00.000000 UTC,PRJNA104931,28635,NA,202,43194,NA,NursePool1_rna,[],,,,[],[],[],[],[fastq,run.zq,sra],[gs,ncbi,s3],[gs.us-east1,ncbi.public,s3.us-east-1],2,43194501128,30026394232,2012-08-11T22:41:00.000Z,NA,NA,NA,104931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
