acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,biosample,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,attributes,run_file_version,jattr,combined_text,matched_keywords,keyword_count
DRR129218,RNA-Seq,OIST,public,DRX121958,SAMD00116789,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS062489,SAMD00116789,Apis mellifera,DRP004203,2018-05-08 00:00:00.000000 UTC,PRJDB6980,29,NA,50,57,NA,,[],2017-11-17,Japan,Asia,"[Japan:Okinawa, OIST]",[],[],[Am_GFP_53],"[run.zq,sra]","[gs,ncbi,s3]","[gs.us-east1,ncbi.public,s3.us-east-1]","{
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""57167262""
  }, {
    ""k"": ""bytes"",
    ""v"": ""31292003""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08T00:10:00.000Z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""Velasque, M.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-11-17""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""GFP knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""Doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 8""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""Whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010066""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRP004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRR129218""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRS062489""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRX121958""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""PRJDB6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""SAMD00116789""
  }]
}",1,"{""sex_calc"": ""female"", ""bases"": 57167262, ""bytes"": 31292003, ""run_file_create_date"": ""2018-05-08T00:10:00.000Z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""], ""collected_by_sam"": [""Velasque, M.""], ""collection_date_sam"": [""2017-11-17""], ""label_sam"": [""GFP knockdown""], ""project_name_sam"": [""Doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 8""], ""tissue_type_sam_s_dpl410"": ""Whole abdomen"", ""primary_search"": ""454588""}","drr129218 rna-seq oist public drx121958 samd00116789 illumina hiseq 2500 single cdna transcriptomic illumina drs062489 samd00116789 apis mellifera drp004203 2018-05-08 00:00:00.000000 utc prjdb6980  [] 2017-11-17 japan asia [japan:okinawa, oist] [] [] [am_gfp_53] [run.zq,sra] [gs,ncbi,s3] [gs.us-east1,ncbi.public,s3.us-east-1] {
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""57167262""
  }, {
    ""k"": ""bytes"",
    ""v"": ""31292003""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08t00:10:00.000z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""velasque, m.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-11-17""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""gfp knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 8""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010066""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drp004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drr129218""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drs062489""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drx121958""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""prjdb6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""samd00116789""
  }]
} {""sex_calc"": ""female"", ""bases"": 57167262, ""bytes"": 31292003, ""run_file_create_date"": ""2018-05-08t00:10:00.000z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""], ""collected_by_sam"": [""velasque, m.""], ""collection_date_sam"": [""2017-11-17""], ""label_sam"": [""gfp knockdown""], ""project_name_sam"": [""doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 8""], ""tissue_type_sam_s_dpl410"": ""whole abdomen"", ""primary_search"": ""454588""}",,2
DRR129215,RNA-Seq,OIST,public,DRX121955,SAMD00116786,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS062486,SAMD00116786,Apis mellifera,DRP004203,2018-05-08 00:00:00.000000 UTC,PRJDB6980,24,NA,50,47,NA,,[],2017-10-24,Japan,Asia,"[Japan:Okinawa, OIST]",[],[],[Am_GFP_25],"[run.zq,sra]","[gs,ncbi,s3]","[gs.us-east1,ncbi.public,s3.us-east-1]","{
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""47817100""
  }, {
    ""k"": ""bytes"",
    ""v"": ""26181265""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08T00:10:00.000Z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""Velasque, M.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""GFP knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""Doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 5""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""Whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010063""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRP004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRR129215""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRS062486""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRX121955""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""PRJDB6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""SAMD00116786""
  }]
}",1,"{""sex_calc"": ""female"", ""bases"": 47817100, ""bytes"": 26181265, ""run_file_create_date"": ""2018-05-08T00:10:00.000Z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""], ""collected_by_sam"": [""Velasque, M.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""GFP knockdown""], ""project_name_sam"": [""Doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 5""], ""tissue_type_sam_s_dpl410"": ""Whole abdomen"", ""primary_search"": ""454588""}","drr129215 rna-seq oist public drx121955 samd00116786 illumina hiseq 2500 single cdna transcriptomic illumina drs062486 samd00116786 apis mellifera drp004203 2018-05-08 00:00:00.000000 utc prjdb6980  [] 2017-10-24 japan asia [japan:okinawa, oist] [] [] [am_gfp_25] [run.zq,sra] [gs,ncbi,s3] [gs.us-east1,ncbi.public,s3.us-east-1] {
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""47817100""
  }, {
    ""k"": ""bytes"",
    ""v"": ""26181265""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08t00:10:00.000z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""velasque, m.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""gfp knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 5""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010063""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drp004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drr129215""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drs062486""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drx121955""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""prjdb6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""samd00116786""
  }]
} {""sex_calc"": ""female"", ""bases"": 47817100, ""bytes"": 26181265, ""run_file_create_date"": ""2018-05-08t00:10:00.000z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""], ""collected_by_sam"": [""velasque, m.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""gfp knockdown""], ""project_name_sam"": [""doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 5""], ""tissue_type_sam_s_dpl410"": ""whole abdomen"", ""primary_search"": ""454588""}",,2
DRR129220,RNA-Seq,OIST,public,DRX121960,SAMD00116791,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS062491,SAMD00116791,Apis mellifera,DRP004203,2018-05-08 00:00:00.000000 UTC,PRJDB6980,21,NA,50,40,NA,,[],2017-10-24,Japan,Asia,"[Japan:Okinawa, OIST]",[],[],[Am_GFP_9],"[run.zq,sra]","[gs,ncbi,s3]","[gs.us-east1,ncbi.public,s3.us-east-1]","{
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""40777932""
  }, {
    ""k"": ""bytes"",
    ""v"": ""22817411""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08T00:11:00.000Z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""Velasque, M.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""GFP knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""Doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 10""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""Whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010068""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRP004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRR129220""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRS062491""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRX121960""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""PRJDB6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""SAMD00116791""
  }]
}",1,"{""sex_calc"": ""female"", ""bases"": 40777932, ""bytes"": 22817411, ""run_file_create_date"": ""2018-05-08T00:11:00.000Z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""], ""collected_by_sam"": [""Velasque, M.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""GFP knockdown""], ""project_name_sam"": [""Doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 10""], ""tissue_type_sam_s_dpl410"": ""Whole abdomen"", ""primary_search"": ""454588""}","drr129220 rna-seq oist public drx121960 samd00116791 illumina hiseq 2500 single cdna transcriptomic illumina drs062491 samd00116791 apis mellifera drp004203 2018-05-08 00:00:00.000000 utc prjdb6980  [] 2017-10-24 japan asia [japan:okinawa, oist] [] [] [am_gfp_9] [run.zq,sra] [gs,ncbi,s3] [gs.us-east1,ncbi.public,s3.us-east-1] {
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""40777932""
  }, {
    ""k"": ""bytes"",
    ""v"": ""22817411""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08t00:11:00.000z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""velasque, m.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""gfp knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 10""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010068""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drp004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drr129220""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drs062491""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drx121960""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""prjdb6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""samd00116791""
  }]
} {""sex_calc"": ""female"", ""bases"": 40777932, ""bytes"": 22817411, ""run_file_create_date"": ""2018-05-08t00:11:00.000z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""], ""collected_by_sam"": [""velasque, m.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""gfp knockdown""], ""project_name_sam"": [""doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 10""], ""tissue_type_sam_s_dpl410"": ""whole abdomen"", ""primary_search"": ""454588""}",,2
DRR129207,RNA-Seq,OIST,public,DRX121947,SAMD00116778,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS062478,SAMD00116778,Apis mellifera,DRP004203,2018-05-08 00:00:00.000000 UTC,PRJDB6980,31,NA,50,61,NA,,[],2017-11-17,Japan,Asia,"[Japan:Okinawa, OIST]",[],[],[Am_Dsx_54],"[run.zq,sra]","[gs,ncbi,s3]","[gs.us-east1,ncbi.public,s3.us-east-1]","{
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""61165597""
  }, {
    ""k"": ""bytes"",
    ""v"": ""33307101""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08T00:09:00.000Z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""Velasque, M.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-11-17""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""Dsx knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""Doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 7""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""Whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010055""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRP004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRR129207""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRS062478""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRX121947""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""PRJDB6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""SAMD00116778""
  }]
}",1,"{""sex_calc"": ""female"", ""bases"": 61165597, ""bytes"": 33307101, ""run_file_create_date"": ""2018-05-08T00:09:00.000Z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""], ""collected_by_sam"": [""Velasque, M.""], ""collection_date_sam"": [""2017-11-17""], ""label_sam"": [""Dsx knockdown""], ""project_name_sam"": [""Doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 7""], ""tissue_type_sam_s_dpl410"": ""Whole abdomen"", ""primary_search"": ""454588""}","drr129207 rna-seq oist public drx121947 samd00116778 illumina hiseq 2500 single cdna transcriptomic illumina drs062478 samd00116778 apis mellifera drp004203 2018-05-08 00:00:00.000000 utc prjdb6980  [] 2017-11-17 japan asia [japan:okinawa, oist] [] [] [am_dsx_54] [run.zq,sra] [gs,ncbi,s3] [gs.us-east1,ncbi.public,s3.us-east-1] {
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""61165597""
  }, {
    ""k"": ""bytes"",
    ""v"": ""33307101""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08t00:09:00.000z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""velasque, m.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-11-17""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""dsx knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 7""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010055""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drp004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drr129207""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drs062478""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drx121947""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""prjdb6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""samd00116778""
  }]
} {""sex_calc"": ""female"", ""bases"": 61165597, ""bytes"": 33307101, ""run_file_create_date"": ""2018-05-08t00:09:00.000z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""], ""collected_by_sam"": [""velasque, m.""], ""collection_date_sam"": [""2017-11-17""], ""label_sam"": [""dsx knockdown""], ""project_name_sam"": [""doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 7""], ""tissue_type_sam_s_dpl410"": ""whole abdomen"", ""primary_search"": ""454588""}",,2
DRR129201,RNA-Seq,OIST,public,DRX121941,SAMD00116772,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,DRS062472,SAMD00116772,Apis mellifera,DRP004203,2018-05-08 00:00:00.000000 UTC,PRJDB6980,22,NA,50,43,NA,,[],2017-10-24,Japan,Asia,"[Japan:Okinawa, OIST]",[],[],[Am_Dsx_11],"[run.zq,sra]","[gs,ncbi,s3]","[gs.us-east1,ncbi.public,s3.us-east-1]","{
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""43428131""
  }, {
    ""k"": ""bytes"",
    ""v"": ""24069605""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08T00:10:00.000Z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""Velasque, M.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""Dsx knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""Doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 1""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""Whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010049""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRP004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRR129201""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRS062472""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""DRX121941""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""PRJDB6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""SAMD00116772""
  }]
}",1,"{""sex_calc"": ""female"", ""bases"": 43428131, ""bytes"": 24069605, ""run_file_create_date"": ""2018-05-08T00:10:00.000Z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology""], ""collected_by_sam"": [""Velasque, M.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""Dsx knockdown""], ""project_name_sam"": [""Doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 1""], ""tissue_type_sam_s_dpl410"": ""Whole abdomen"", ""primary_search"": ""454588""}","drr129201 rna-seq oist public drx121941 samd00116772 illumina hiseq 2500 single cdna transcriptomic illumina drs062472 samd00116772 apis mellifera drp004203 2018-05-08 00:00:00.000000 utc prjdb6980  [] 2017-10-24 japan asia [japan:okinawa, oist] [] [] [am_dsx_11] [run.zq,sra] [gs,ncbi,s3] [gs.us-east1,ncbi.public,s3.us-east-1] {
  ""attributes"": [{
    ""k"": ""sex_calc"",
    ""v"": ""female""
  }, {
    ""k"": ""bases"",
    ""v"": ""43428131""
  }, {
    ""k"": ""bytes"",
    ""v"": ""24069605""
  }, {
    ""k"": ""run_file_create_date"",
    ""v"": ""2018-05-08t00:10:00.000z""
  }, {
    ""k"": ""age_sam"",
    ""v"": ""10 days""
  }, {
    ""k"": ""biomaterial_provider_sam"",
    ""v"": ""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""
  }, {
    ""k"": ""collected_by_sam"",
    ""v"": ""velasque, m.""
  }, {
    ""k"": ""collection_date_sam"",
    ""v"": ""2017-10-24""
  }, {
    ""k"": ""label_sam"",
    ""v"": ""dsx knockdown""
  }, {
    ""k"": ""project_name_sam"",
    ""v"": ""doublesex regulates reproductive division of labour in honey bees""
  }, {
    ""k"": ""replicate_sam_ss_dpl121"",
    ""v"": ""biological replicate 1""
  }, {
    ""k"": ""tissue_type_sam_s_dpl410"",
    ""v"": ""whole abdomen""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""454588""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""9010049""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drp004203""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drr129201""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drs062472""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""drx121941""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""prjdb6980""
  }, {
    ""k"": ""primary_search"",
    ""v"": ""samd00116772""
  }]
} {""sex_calc"": ""female"", ""bases"": 43428131, ""bytes"": 24069605, ""run_file_create_date"": ""2018-05-08t00:10:00.000z"", ""age_sam"": [""10 days""], ""biomaterial_provider_sam"": [""ecology and evolution lab, mikheyev unit, okinawa institute of science and technology""], ""collected_by_sam"": [""velasque, m.""], ""collection_date_sam"": [""2017-10-24""], ""label_sam"": [""dsx knockdown""], ""project_name_sam"": [""doublesex regulates reproductive division of labour in honey bees""], ""replicate_sam_ss_dpl121"": [""biological replicate 1""], ""tissue_type_sam_s_dpl410"": ""whole abdomen"", ""primary_search"": ""454588""}",,2
